"","muBaseline","muInjection","RR_Init","RR_MAT","average_assisted","injection_cessation","e_v","MAT_dropout","tau_proportion","PWID_prevalence","V_prevalence","RR_muMATout","RR_muMATin","RR_mat_protection","baseline_coverage","beta","v_e","tau","mat_enroll_baseline","mat_enroll_40","mat_enroll_50","mat_enroll_60"
"634",0.0144300144300144,0.0122,4.59806397734034,0.656898177125303,1.04435490912694,0.0485915803681308,0.0229334645046387,2.74997770772342,0.153897803495524,0.011492667449779,0.0928572365949819,2.40545568646452,1.76665506265344,0.163760553413375,0.167786991208438,0.353547336972867,0.188142100624602,117.329428132859,0.567603085256645,1.87688593606378,2.81532887168453,4.22299332526957
"635",0.0144300144300144,0.0142,5.42570339459494,0.634197832467543,1.69407607891616,0.0726674370599371,0.0254272053030935,1.04722973555203,0.156040343225245,0.0119925503790374,0.0931093330739505,2.53382209713823,0.968864939181934,0.324399987227893,0.297392180908485,0.526082086633884,0.200798133516463,163.340329791219,0.482039980287389,0.759280730738472,1.13892109365498,1.7083816426443
"636",0.0144300144300144,0.013,6.23184423967838,0.421724599755822,1.33994647322648,0.0961200286464911,0.0192050752376092,1.53058328922419,0.169631802929133,0.00836209657711113,0.0910327416564329,3.45236469232291,1.79154511100774,0.305210039220043,0.18153467624629,0.577857913410575,0.152624083396956,158.822137297436,0.364958963183086,1.09699905332414,1.64549858667156,2.46824789017006
"637",0.0144300144300144,0.0108,4.89554640591437,0.491839546693568,1.44168824551488,0.066153328150248,0.0274024754280456,0.819848177140436,0.10838911519308,0.0143921800611842,0.0898015548960273,2.42367804984364,1.10898308570473,0.283669254377096,0.178909585849116,0.507374622573263,0.224374378452578,124.513187609547,0.196851327124511,0.602345563150121,0.903518348477702,1.35527752830629
"638",0.0144300144300144,0.0118,5.7382260683677,0.501715012209387,1.84275804167429,0.077648218721214,0.0200858596666556,1.90063824037577,0.111937807714097,0.0127077737365482,0.085076810031581,3.23884531536812,1.89404714419583,0.146103376912834,0.1723006268381,0.60451719625609,0.167126465499919,129.432814286153,0.415209585979066,1.32978467152878,1.99467698253473,2.99201548627252
"639",0.0144300144300144,0.011,6.65274313721685,0.585866494237051,3.08937906239773,0.0682306154548295,0.0244073135058159,2.12378852666526,0.226779046907423,0.0110736267129798,0.0874469612663538,2.31309006764573,1.59577705047342,0.258695088106224,0.204435130949561,0.520139676394541,0.210933273776249,210.977580564462,0.567783373374056,1.47305529828782,2.20958295468447,3.31437444558749
"640",0.0144300144300144,0.0138,6.89579784427127,0.633535371755769,1.44220299518583,0.0570306920784664,0.0280004382666885,0.852044843495296,0.201204976079982,0.00981366018088236,0.0908155819589766,2.14620756500068,1.78661432860422,0.221302925485222,0.168915646304639,0.358200754714367,0.241966777541368,148.681611273815,0.188347695384299,0.617820525969541,0.92673077809862,1.39009617296541
"641",0.0144300144300144,0.0112,4.25501565962641,0.52211018948414,1.33836281005487,0.135688769273453,0.023143732315422,2.82603073294384,0.195039429933864,0.0135761869070117,0.0888253221816035,2.2226024448814,2.2108095969085,0.201052516885955,0.160906451145119,0.869571948115922,0.161620770958479,374.402554876516,0.571247747043225,1.98601740489187,2.97902607571904,4.46853913265063
"642",0.0144300144300144,0.0124,5.31169664666193,0.662480448341896,1.88617232322311,0.0515232896923572,0.030892839749989,0.922254244817854,0.10649401256596,0.00958470359106341,0.0902691738667152,2.41305847974852,0.980569490594301,0.140000964737337,0.24816022846889,0.438930439476131,0.273913481268779,71.1678880785889,0.3267361567231,0.65996066181286,0.989940994434196,1.4849114988063
"643",0.0144300144300144,0.0114,5.96522955562748,0.656246087152753,1.54728177037997,0.0635995170556792,0.0265748172329251,0.983129491921235,0.175827521128487,0.0111237999818526,0.089789372198067,2.45629614785722,1.64093067658295,0.211952655637498,0.167803073433577,0.422735304491347,0.226318435101249,156.106669915392,0.214474093133198,0.709134670400645,1.06370199335154,1.59555299672858
"644",0.0144300144300144,0.0114,6.76439611305098,0.635219551958242,1.42793608878523,0.0826647383495466,0.0194438710080231,0.893016882137815,0.174355590651896,0.00779369711778573,0.0890780265191184,2.30461716131601,1.78110009664615,0.279977527222975,0.270541423167096,0.498942751005669,0.163692084412332,135.44472214876,0.368455383539137,0.662329274425055,0.99349391171294,1.49024084653496
"645",0.0144300144300144,0.0118,5.53434529139327,0.823772534493084,1.10046134631067,0.0777777436852317,0.0280285000153788,3.35440965921261,0.19298281443398,0.00655445282040542,0.0873587991015396,4.13626175807928,1.91591454079616,0.314780294379904,0.233982566856084,0.468098900545427,0.257170243384702,122.884524409916,1.05418395347217,2.30082333329218,3.45123500820012,5.17685253368606
"646",0.0144300144300144,0.0124,5.47874654763958,0.349132483214448,1.1386940543965,0.0832969481320924,0.0284765088044057,2.51781620665597,0.177205831009715,0.00848647960764603,0.0927846396486216,2.79192613530482,1.5487106515378,0.154409679243896,0.132048417188728,0.497245794234392,0.236431258970529,150.536689409813,0.398241171851139,1.7451129324521,2.61766937532727,3.92650408123022
"647",0.0144300144300144,0.0122,3.58243147305575,0.721510932258926,1.1117250506114,0.120788828084719,0.023288990136584,1.0751432740641,0.194963471653806,0.0135273742815977,0.0900653199065156,1.82976836774356,1.86557815725388,0.295934921616358,0.321048679668215,0.811891514580576,0.166300139432124,339.572032623719,0.574139617226716,0.809509615488158,1.21426441646662,1.82139662541169
"648",0.0144300144300144,0.0136,4.78481061320578,0.592870641039777,1.25869142836715,0.0741178885087142,0.0213973685375306,0.862883363461562,0.14397726879431,0.00721608435570332,0.0918155420008177,2.45917912840504,2.4749250343785,0.161192940427482,0.223648734442776,0.520517607722587,0.179114652651379,96.3466932978575,0.274775481410834,0.635907154366435,0.953860734115697,1.43079110698631
"649",0.0144300144300144,0.0144,3.97760925040772,0.439659474700029,2.9179001599448,0.0770122712180372,0.0303577783338461,1.23943830105399,0.167507073631551,0.00623595605925705,0.0930754248448251,1.53996660449026,3.07240885863716,0.151836721356539,0.260281872155405,0.728615881206689,0.261648129352292,100.673580722103,0.469217656296977,0.889021232244358,1.33353184976924,2.00029774912532
